concept_code,concept_name,frequency
ml/hr,7461575,1
ml/hr,7461576,1
ml/hr,7461592,1
ml/hr,7461593,1
ml/hr,7461610,1
ml/hr,7461611,1
ml/hr,7461627,1
ml/hr,7461628,1
ml/hr,7461670,1
ml/hr,7461671,1
ml/hr,7461687,1
ml/hr,7461688,1
ml/hr,7461704,1
ml/hr,7461705,1
ml/hr,7461719,1
ml/hr,7461720,1
ml/hr,7461739,1
ml/hr,7461740,1
ml/hr,7461756,1
ml/hr,7461757,1
ml/hr,7461773,1
ml/hr,7461774,1
ml/hr,7461817,1
ml/hr,7461818,1
ml/hr,7461836,1
ml/hr,7461837,1
ml/hr,7461853,1
ml/hr,7461854,1
ml/hr,7461871,1
ml/hr,7461872,1
ml/hr,7461887,1
ml/hr,7461888,1
ml/hr,7461908,1
ml/hr,7461909,1
ml/hr,7461924,1
ml/hr,7461925,1
ml/hr,7461951,1
ml/hr,7461952,1
ml/hr,7461956,1
ml/hr,7461957,1
ml/hr,7461974,1
ml/hr,7461975,1
ml/hr,7461992,1
ml/hr,7461993,1
ml/hr,7462009,1
ml/hr,7462010,1
ml/hr,7462047,1
ml/hr,7462048,1
ml/hr,7462067,1
ml/hr,7462068,1
ml/hr,7462085,1
ml/hr,7462086,1
ml/hr,7462101,1
ml/hr,7462102,1
ml/hr,7462119,1
ml/hr,7462120,1
ml/hr,7462149,1
ml/hr,7462150,1
ml/hr,7462166,1
ml/hr,7462167,1
ml/hr,7462205,1
ml/hr,7462206,1
ml/hr,7462223,1
ml/hr,7462224,1
ml/hr,7462243,1
ml/hr,7462244,1
ml/hr,7462260,1
ml/hr,7462261,1
ml/hr,7462277,1
ml/hr,7462278,1
ml/hr,7462295,1
ml/hr,7462296,1
ml/hr,7462339,1
ml/hr,7462340,1
ml/hr,7462356,1
ml/hr,7462357,1
ml/hr,7462373,1
ml/hr,7462374,1
ml/hr,7462390,1
ml/hr,7462391,1
ml/hr,7462408,1
ml/hr,7462409,1
ml/hr,7462427,1
ml/hr,7462428,1
ml/hr,7462469,1
ml/hr,7462470,1
ml/hr,7462487,1
ml/hr,7462488,1
ml/hr,7462509,1
ml/hr,7462510,1
ml/hr,7462524,1
ml/hr,7462525,1
ml/hr,7462541,1
ml/hr,7462542,1
ml/hr,7462584,1
ml/hr,7462585,1
ml/hr,7462601,1
ml/hr,7462602,1
ml/hr,7462620,1
ml/hr,7462621,1
ml/hr,7462639,1
ml/hr,7462640,1
ml/hr,7462657,1
ml/hr,7462658,1
ml/hr,7462687,1
ml/hr,7462688,1
ml/hr,7462701,1
ml/hr,7462702,1
ml/hr,7462739,1
ml/hr,7462740,1
ml/hr,7462757,1
ml/hr,7462758,1
ml/hr,7462788,1
ml/hr,7462789,1
ml/hr,7462805,1
ml/hr,7462806,1
ml/hr,7462822,1
ml/hr,7462823,1
ml/hr,7462875,1
ml/hr,7462876,1
ml/hr,7462906,1
ml/hr,7462907,1
ml/hr,7462923,1
ml/hr,7462924,1
ml/hr,7462941,1
ml/hr,7462942,1
ml/hr,7462967,1
ml/hr,7462968,1
ml/hr,7462989,1
ml/hr,7462990,1
ml/hr,7463025,1
ml/hr,7463026,1
ml/hr,7463042,1
ml/hr,7463043,1
ml/hr,7463060,1
ml/hr,7463061,1
ml/hr,7463078,1
ml/hr,7463079,1
ml/hr,7463097,1
ml/hr,7463098,1
ml/hr,7463114,1
ml/hr,7463115,1
ml/hr,7463132,1
ml/hr,7463133,1
ml/hr,7463174,1
ml/hr,7463175,1
ml/hr,7463193,1
ml/hr,7463194,1
ml/hr,7463211,1
ml/hr,7463212,1
ml/hr,7463229,1
ml/hr,7463230,1
ml/hr,7463259,1
ml/hr,7463260,1
ml/hr,7463276,1
ml/hr,7463277,1
ml/hr,7463310,1
ml/hr,7463311,1
ml/hr,7463328,1
ml/hr,7463329,1
ml/hr,7463359,1
ml/hr,7463360,1
ml/hr,7463376,1
ml/hr,7463377,1
ml/hr,7463393,1
ml/hr,7463394,1
ml/hr,7463419,1
ml/hr,7463420,1
ml/hr,7463477,1
ml/hr,7463478,1
ml/hr,7463494,1
ml/hr,7463495,1
ml/hr,7463512,1
ml/hr,7463513,1
ml/hr,7463540,1
ml/hr,7463541,1
ml/hr,7463562,1
ml/hr,7463563,1
ml/hr,7463580,1
ml/hr,7463581,1
ml/hr,7463609,1
ml/hr,7463610,1
ml/hr,7463627,1
ml/hr,7463628,1
ml/hr,7463645,1
ml/hr,7463646,1
ml/hr,7463662,1
ml/hr,7463663,1
ml/hr,7463687,1
ml/hr,7463688,1
ml/hr,7463724,1
ml/hr,7463725,1
ml/hr,7463745,1
ml/hr,7463746,1
ml/hr,7463763,1
ml/hr,7463764,1
ml/hr,7463781,1
ml/hr,7463782,1
ml/hr,7463807,1
ml/hr,7463808,1
ml/hr,7463835,1
ml/hr,7463836,1
ml/hr,7463858,1
ml/hr,7463859,1
ml/hr,7463876,1
ml/hr,7463877,1
ml/hr,7463907,1
ml/hr,7463908,1
ml/hr,7463924,1
ml/hr,7463925,1
ml/hr,7463941,1
ml/hr,7463942,1
ml/hr,7463986,1
ml/hr,7463987,1
ml/hr,7464016,1
ml/hr,7464017,1
ml/hr,7464033,1
ml/hr,7464034,1
ml/hr,7464050,1
ml/hr,7464051,1
ml/hr,7464071,1
ml/hr,7464072,1
ml/hr,7464088,1
ml/hr,7464089,1
ml/hr,7464101,1
ml/hr,7464102,1
ml/hr,7464115,1
ml/hr,7464116,1
ml/hr,7464137,1
ml/hr,7464138,1
ml/hr,7464156,1
ml/hr,7464157,1
ml/hr,7464172,1
ml/hr,7464173,1
ml/hr,7464188,1
ml/hr,7464189,1
ml/hr,7464205,1
ml/hr,7464206,1
ml/hr,7464237,1
ml/hr,7464238,1
ml/hr,7464245,1
ml/hr,7464246,1
ml/hr,7464260,1
ml/hr,7464261,1
ml/hr,7464274,1
ml/hr,7464275,1
ml/hr,7464281,1
ml/hr,7464282,1
ml/hr,7464298,1
ml/hr,7464299,1
ml/hr,7464323,1
ml/hr,7464324,1
ml/hr,7464345,1
ml/hr,7464346,1
ml/hr,7464362,1
ml/hr,7464363,1
ml/hr,7464396,1
ml/hr,7464397,1
ml/hr,7464413,1
ml/hr,7464414,1
ml/hr,7464447,1
ml/hr,7464448,1
ml/hr,7464463,1
ml/hr,7464464,1
ml/hr,7464480,1
ml/hr,7464481,1
ml/hr,7464498,1
ml/hr,7464499,1
ml/hr,7464566,1
ml/hr,7464567,1
ml/hr,7464583,1
ml/hr,7464584,1
ml/hr,7464601,1
ml/hr,7464602,1
ml/hr,7464621,1
ml/hr,7464622,1
ml/hr,7464640,1
ml/hr,7464641,1
ml/hr,7464662,1
ml/hr,7464663,1
ml/hr,7464685,1
ml/hr,7464686,1
ml/hr,7464689,1
ml/hr,7464690,1
ml/hr,85821188,1
ml/hr,85821207,1
ml/hr,85821235,1
ml/hr,85821250,1
ml/hr,85821274,1
ml/hr,85821313,1
ml/hr,85821400,1
ml/hr,85821425,1
ml/hr,85821489,1
ml/hr,85821504,1
ml/hr,85821519,1
ml/hr,85821534,1
ml/hr,85821580,1
ml/hr,85821624,1
ml/hr,85821726,1
ml/hr,85821741,1
ml/hr,85821814,1
ml/hr,85821847,1
ml/hr,85821904,1
ml/hr,85821935,1
ml/hr,85822046,1
ml/hr,85822071,1
ml/hr,85822189,1
ml/hr,85822215,1
ml/hr,85822284,1
ml/hr,85822310,1
ml/hr,85822368,1
ml/hr,85822407,1
ml/hr,85822442,1
ml/hr,85822459,1
ml/hr,85983759,1
ml/hr,85983768,1
ml/hr,85983779,1
ml/hr,85983793,1
ml/hr,85983830,1
ml/hr,85983884,1
ml/hr,85983935,1
ml/hr,85983948,1
ml/hr,85983968,1
ml/hr,85983984,1
ml/hr,85984009,1
ml/hr,85984023,1
ml/hr,85984108,1
ml/hr,85984161,1
ml/hr,85984214,1
ml/hr,85984228,1
ml/hr,85984248,1
ml/hr,85984264,1
ml/hr,85984288,1
ml/hr,85984301,1
ml/hr,85984380,1
ml/hr,85984440,1
ml/hr,85984838,1
ml/hr,85984853,1
ml/hr,85984891,1
ml/hr,85984907,1
ml/hr,85984941,1
ml/hr,85984998,1
ml/hr,85985057,1
ml/hr,85985075,1
ml/hr,85985107,1
ml/hr,85985112,1
ml/hr,85985177,1
ml/hr,85985240,1
ml/hr,85985306,1
ml/hr,85985319,1
ml/hr,85985336,1
ml/hr,85985350,1
ml/hr,85985368,1
ml/hr,85985381,1
ml/hr,85985415,1
ml/hr,85985463,1
ml/hr,85985511,1
ml/hr,85985524,1
ml/hr,85985541,1
ml/hr,85985555,1
ml/hr,85985621,1
ml/hr,85985634,1
ml/hr,85985669,1
ml/hr,85985718,1
ml/hr,85985764,1
ml/hr,85985777,1
ml/hr,85985794,1
ml/hr,85985807,1
ml/hr,85985825,1
ml/hr,85985838,1
ml/hr,85985851,1
ml/hr,85985857,1
ml/hr,85986224,1
ml/hr,85986238,1
ml/hr,85986257,1
ml/hr,85986274,1
ml/hr,85986309,1
ml/hr,85986331,1
ml/hr,85986434,1
ml/hr,85986466,1
ml/hr,85986505,1
ml/hr,85986512,1
ml/hr,85986521,1
ml/hr,85986535,1
ml/hr,85986577,1
ml/hr,85986599,1
ml/hr,85986638,1
ml/hr,85986663,1
ml/hr,85986703,1
ml/hr,85986750,1
ml/hr,85986786,1
ml/hr,85986802,1
ml/hr,86283984,1
ml/hr,86284006,1
ml/hr,86284084,1
ml/hr,86284112,1
ml/hr,86284148,1
ml/hr,86284170,1
ml/hr,86284212,1
ml/hr,86284265,1
ml/hr,86284339,1
ml/hr,86284360,1
ml/hr,86284389,1
ml/hr,86284420,1
ml/hr,86284504,1
ml/hr,86284527,1
ml/hr,86284588,1
ml/hr,86284633,1
ml/hr,86286475,1
ml/hr,86286516,1
ml/hr,86286605,1
ml/hr,86286658,1
ml/hr,86286727,1
ml/hr,86286749,1
ml/hr,86286800,1
ml/hr,86286869,1
ml/hr,86286994,1
ml/hr,86287016,1
ml/hr,86287049,1
ml/hr,86287081,1
ml/hr,86287140,1
ml/hr,86287165,1
ml/hr,86287208,1
ml/hr,86287269,1
ml/hr,86287404,1
ml/hr,86287426,1
ml/hr,86287459,1
ml/hr,86287489,1
ml/hr,86287532,1
ml/hr,86287558,1
ml/hr,86287628,1
ml/hr,86287633,1
ml/hr,86287666,1
ml/hr,86287723,1
ml/hr,86287795,1
ml/hr,86287817,1
ml/hr,86287853,1
ml/hr,86287889,1
ml/hr,86287963,1
ml/hr,86287985,1
ml/hr,86288074,1
ml/hr,86288107,1
ml/hr,86288206,1
ml/hr,86288242,1
ml/hr,86288280,1
ml/hr,86288325,1
ml/hr,86288372,1
ml/hr,86288394,1
ml/hr,86288560,1
ml/hr,86288607,1
ml/hr,86288652,1
ml/hr,86288674,1
ml/hr,86288702,1
ml/hr,86288724,1
ml/hr,86288814,1
ml/hr,86288878,1
ml/hr,86288932,1
ml/hr,86288954,1
ml/hr,86288982,1
ml/hr,86289019,1
ml/hr,86289063,1
ml/hr,86289093,1
ml/hr,86289167,1
ml/hr,86289175,1
ml/hr,86289238,1
ml/hr,86289298,1
ml/hr,86289351,1
ml/hr,86289375,1
ml/hr,86289406,1
ml/hr,86289445,1
ml/hr,86289558,1
ml/hr,86289583,1
ml/hr,86289628,1
ml/hr,86289687,1
ml/hr,86289742,1
ml/hr,86289766,1
ml/hr,86289836,1
ml/hr,86289858,1
ml/hr,86289892,1
ml/hr,86289961,1
ml/hr,86290068,1
ml/hr,86290091,1
ml/hr,86290128,1
ml/hr,86290163,1
ml/hr,86290196,1
ml/hr,86290218,1
ml/hr,86290265,1
ml/hr,86290330,1
ml/hr,86290381,1
ml/hr,86290403,1
ml/hr,86290468,1
ml/hr,86290490,1
ml/hr,86290536,1
ml/hr,86290577,1
ml/hr,86290623,1
ml/hr,86290667,1
ml/hr,86290716,1
ml/hr,86290738,1
ml/hr,86290770,1
ml/hr,86290799,1
ml/hr,86290836,1
ml/hr,86290856,1
ml/hr,86290905,1
ml/hr,86290969,1
ml/hr,86291060,1
ml/hr,86291082,1
ml/hr,86291148,1
ml/hr,86291186,1
ml/hr,86291223,1
ml/hr,86291248,1
ml/hr,86291303,1
ml/hr,86291360,1
ml/hr,86291415,1
ml/hr,86291442,1
ml/hr,86291473,1
ml/hr,86291512,1
ml/hr,86291585,1
ml/hr,86291607,1
ml/hr,86291645,1
ml/hr,86291707,1
ml/hr,86291778,1
ml/hr,86291800,1
ml/hr,86291856,1
ml/hr,86291894,1
ml/hr,86291931,1
ml/hr,86291953,1
ml/hr,86292094,1
ml/hr,86292120,1
ml/hr,86292154,1
ml/hr,86292177,1
ml/hr,86292205,1
ml/hr,86292227,1
ml/hr,86292294,1
ml/hr,86292349,1
ml/hr,86292440,1
ml/hr,86292464,1
ml/hr,86292495,1
ml/hr,86292523,1
ml/hr,86292573,1
ml/hr,86292623,1
ml/hr,86292693,1
ml/hr,86292708,1
ml/hr,86292768,1
ml/hr,86292803,1
ml/hr,86293065,1
ml/hr,86293072,1
ml/hr,86293087,1
ml/hr,86293109,1
ml/hr,86293138,1
ml/hr,86293160,1
ml/hr,86293194,1
ml/hr,86293245,1
ml/hr,86293294,1
ml/hr,86293320,1
ml/hr,86293351,1
ml/hr,86293358,1
ml/hr,86293370,1
ml/hr,86293389,1
ml/hr,86293481,1
ml/hr,86293506,1
ml/hr,86293532,1
ml/hr,86293568,1
ml/hr,86293635,1
ml/hr,86293654,1
ml/hr,86293683,1
ml/hr,86293705,1
ml/hr,86293734,1
ml/hr,86293746,1
ml/hr,86293811,1
ml/hr,86293861,1
ml/hr,86293906,1
ml/hr,86293932,1
ml/hr,86293968,1
ml/hr,86294001,1
ml/hr,86294042,1
ml/hr,86294074,1
ml/hr,86294137,1
ml/hr,86294173,1
ml/hr,86322868,1
ml/hr,86322932,1
ml/hr,86322982,1
ml/hr,86323016,1
ml/hr,86323056,1
ml/hr,86323091,1
ml/hr,86323125,1
ml/hr,86323148,1
ml/hr,86323182,1
ml/hr,86323235,1
ml/hr,86323320,1
ml/hr,86323343,1
ml/hr,86323412,1
ml/hr,86323447,1
ml/hr,86323499,1
ml/hr,86323525,1
ml/hr,86323560,1
ml/hr,86323614,1
ml/hr,86323680,1
ml/hr,86323712,1
ml/hr,86324544,1
ml/hr,86324549,1
ml/hr,86324585,1
ml/hr,86324612,1
ml/hr,86324640,1
ml/hr,86324678,1
ml/hr,86324755,1
ml/hr,86324777,1
ml/hr,86324813,1
ml/hr,86324873,1
ml/hr,86324929,1
ml/hr,86324952,1
ml/hr,86324981,1
ml/hr,86325006,1
ml/hr,86325041,1
ml/hr,86325075,1
ml/hr,86325133,1
ml/hr,86325180,1
ml/hr,86325257,1
ml/hr,86325280,1
ml/hr,86325304,1
ml/hr,86325316,1
ml/hr,86325335,1
ml/hr,86325356,1
ml/hr,86325401,1
ml/hr,86325431,1
ml/hr,86325522,1
ml/hr,86325577,1
ml/hr,86325626,1
ml/hr,86325649,1
ml/hr,86325678,1
ml/hr,86325699,1
ml/hr,86325722,1
ml/hr,86325727,1
ml/hr,86325738,1
ml/hr,86325760,1
ml/hr,86325810,1
ml/hr,86325869,1
ml/hr,86325929,1
ml/hr,86325951,1
ml/hr,86325982,1
ml/hr,86326013,1
ml/hr,86326085,1
ml/hr,86326107,1
ml/hr,86326150,1
ml/hr,86326209,1
ml/hr,86326263,1
ml/hr,86326285,1
ml/hr,86326317,1
ml/hr,86326346,1
ml/hr,86326382,1
ml/hr,86326404,1
ml/hr,86326445,1
ml/hr,86326505,1
ml/hr,86326564,1
ml/hr,86326589,1
ml/hr,86326648,1
ml/hr,86326670,1
ml/hr,86326717,1
ml/hr,86326739,1
ml/hr,86326804,1
ml/hr,86326846,1
ml/hr,86326893,1
ml/hr,86326916,1
ml/hr,86326946,1
ml/hr,86326971,1
ml/hr,86327001,1
ml/hr,86327027,1
ml/hr,86327086,1
ml/hr,86327124,1
ml/hr,86327177,1
ml/hr,86327188,1
ml/hr,86327207,1
ml/hr,86327230,1
ml/hr,86327260,1
ml/hr,86327283,1
ml/hr,86327362,1
ml/hr,86327391,1
ml/hr,86327458,1
ml/hr,86327512,1
ml/hr,86327553,1
ml/hr,86327579,1
ml/hr,86327608,1
ml/hr,86327633,1
ml/hr,86327667,1
ml/hr,86327690,1
ml/hr,86327734,1
ml/hr,86327792,1
ml/hr,86327873,1
ml/hr,86327895,1
ml/hr,86327931,1
ml/hr,86327958,1
ml/hr,86328025,1
ml/hr,86328047,1
ml/hr,86328109,1
ml/hr,86328167,1
ml/hr,86328215,1
ml/hr,86328230,1
ml/hr,86328258,1
ml/hr,86328280,1
ml/hr,86328331,1
ml/hr,86328353,1
ml/hr,86328389,1
ml/hr,86328424,1
ml/hr,86328501,1
ml/hr,86328545,1
ml/hr,86328584,1
ml/hr,86328626,1
ml/hr,86328675,1
ml/hr,86328697,1
ml/hr,86328735,1
ml/hr,86328765,1
ml/hr,86328835,1
ml/hr,86328882,1
ml/hr,86328942,1
ml/hr,86328972,1
ml/hr,86329034,1
ml/hr,86329039,1
ml/hr,86329050,1
ml/hr,86329072,1
ml/hr,86329101,1
ml/hr,86329132,1
ml/hr,86329317,1
ml/hr,86329359,1
ml/hr,86329418,1
ml/hr,86329448,1
ml/hr,86329504,1
ml/hr,86329526,1
ml/hr,86329562,1
ml/hr,86329592,1
ml/hr,86329689,1
ml/hr,86329727,1
ml/hr,86329793,1
ml/hr,86329823,1
ml/hr,86329861,1
ml/hr,86329882,1
ml/hr,86329943,1
ml/hr,86329966,1
ml/hr,86330034,1
ml/hr,86330091,1
ml/hr,86330164,1
ml/hr,86330178,1
ml/hr,86330281,1
ml/hr,86330319,1
ml/hr,86330378,1
ml/hr,86330400,1
ml/hr,86330727,1
ml/hr,86330751,1
ml/hr,86330807,1
ml/hr,86330856,1
ml/hr,86330923,1
ml/hr,86330946,1
ml/hr,86331011,1
ml/hr,86331046,1
ml/hr,86331096,1
ml/hr,86331118,1
ml/hr,86331209,1
ml/hr,86331266,1
ml/hr,86331314,1
ml/hr,86331336,1
ml/hr,86331363,1
ml/hr,86331396,1
ml/hr,86331445,1
ml/hr,86331470,1
ml/hr,86331556,1
ml/hr,86331607,1
ml/hr,86331674,1
ml/hr,86331697,1
ml/hr,86331729,1
ml/hr,86331769,1
ml/hr,86331821,1
ml/hr,86331844,1
ml/hr,86331957,1
ml/hr,86332010,1
ml/hr,86332057,1
ml/hr,86332079,1
ml/hr,86332116,1
ml/hr,86332144,1
ml/hr,86332187,1
ml/hr,86332208,1
ml/hr,86332277,1
ml/hr,86332333,1
ml/hr,86332380,1
ml/hr,86332403,1
ml/hr,86332434,1
ml/hr,86332465,1
ml/hr,86332545,1
ml/hr,86332568,1
ml/hr,86332626,1
ml/hr,86332675,1
ml/hr,86332738,1
ml/hr,86332761,1
ml/hr,86332842,1
ml/hr,86332857,1
ml/hr,86332897,1
ml/hr,86332905,1
ml/hr,86332972,1
ml/hr,86332983,1
ml/hr,86334837,1
ml/hr,86334859,1
ml/hr,86334883,1
ml/hr,86334897,1
ml/hr,86334951,1
ml/hr,86334994,1
ml/hr,86335074,1
ml/hr,86335088,1
ml/hr,86335118,1
ml/hr,86335139,1
ml/hr,86335167,1
ml/hr,86335182,1
ml/hr,86335258,1
ml/hr,86335313,1
ml/hr,86335379,1
ml/hr,86335397,1
ml/hr,86335417,1
ml/hr,86335451,1
ml/hr,86335502,1
ml/hr,86335516,1
ml/hr,86335556,1
ml/hr,86335607,1
ml/hr,86335684,1
ml/hr,86335698,1
ml/hr,86335720,1
ml/hr,86335752,1
ml/hr,86335789,1
ml/hr,86335803,1
ml/hr,86335834,1
ml/hr,86335904,1
ml/hr,86336002,1
ml/hr,86336027,1
ml/hr,86336060,1
ml/hr,86336104,1
ml/hr,86336141,1
ml/hr,86336155,1
ml/hr,86336225,1
ml/hr,86336289,1
ml/hr,86336328,1
ml/hr,86336341,1
ml/hr,86336360,1
ml/hr,86336375,1
ml/hr,86336395,1
ml/hr,86336408,1
ml/hr,86336504,1
ml/hr,86336541,1
ml/hr,86336578,1
ml/hr,86336591,1
ml/hr,86336609,1
ml/hr,86336622,1
ml/hr,86336640,1
ml/hr,86336653,1
ml/hr,86336677,1
ml/hr,86336740,1
ml/hr,86336821,1
ml/hr,86336834,1
ml/hr,86336878,1
ml/hr,86336893,1
ml/hr,86336910,1
ml/hr,86336916,1
ml/m/m,85829174,1
ml/m/m,85829449,1
ml/m/m,85829538,1
ml/m/m,85830358,1
ml/m/m,85830549,1
ml/m/m,85830740,1
ml/m/m,85830784,1
ml/m/m,85830988,1
ml/m/m,85831135,1
ml/m/m,85831432,1
ml/m/m,85831794,1
ml/m/m,85831869,1
ml/m/m,85878132,1
ml/m/m,85889159,1
ml/m/m,85889170,1
ml/m/m,85889172,1
ml/m/m,85889265,1
ml/m/m,85889276,1
ml/m/m,85889278,1
ml/m/m,85890497,1
ml/m/m,85890509,1
ml/m/m,85890511,1
ml/m/m,85890811,1
ml/m/m,85890823,1
ml/m/m,85890825,1
ml/m/m,85892903,1
ml/m/m,85892912,1
ml/m/m,85892914,1
ml/m/m,85893593,1
ml/m/m,85895300,1
ml/m/m,85895310,1
ml/m/m,85895312,1
ml/m/m,85895810,1
ml/m/m,85895819,1
ml/m/m,85895821,1
ml/m/m,85896604,1
ml/m/m,86001326,1
ml/m/m,86001874,1
ml/m/m,86002039,1
ml/m/m,86002051,1
ml/m/m,86002233,1
ml/m/m,86002630,1
ml/m/m,86002726,1
ml/m/m,86002981,1
ml/m/m,86003300,1
ml/m/m,86003431,1
ml/m/m,86003743,1
ml/m/m,86004682,1
ml/m/m,86004954,1
ml/m/m,86005397,1
ml/m/m,86005660,1
ml/m/m,86006499,1
ml/m/m,86006509,1
ml/m/m,86006511,1
ml/m/m,86007535,1
ml/m/m,86009040,1
ml/m/m,86009384,1
ml/m/m,86009818,1
ml/m/m,86238744,1
ml/m/m,86238754,1
ml/m/m,86238756,1
ml/m/m,86285291,1
ml/m/m,86285301,1
ml/m/m,86285303,1
ml/m/m,86286321,1
ml/m/m,86286332,1
ml/m/m,86286334,1
ml/m/m,86287115,1
ml/m/m,86287127,1
ml/m/m,86287129,1
ml/m/m,86287379,1
ml/m/m,86287391,1
ml/m/m,86287393,1
ml/m/m,86287638,1
ml/m/m,86287650,1
ml/m/m,86287652,1
ml/m/m,86287926,1
ml/m/m,86287937,1
ml/m/m,86287939,1
ml/m/m,86294337,1
ml/m/m,86294346,1
ml/m/m,86294348,1
ml/m/m,86323474,1
ml/m/m,86323486,1
ml/m/m,86323488,1
ml/m/m,86324103,1
ml/m/m,86324115,1
ml/m/m,86324117,1
ml/m/m,86324730,1
ml/m/m,86324742,1
ml/m/m,86324744,1
ml/m/m,86325232,1
ml/m/m,86325244,1
ml/m/m,86325246,1
ml/m/m,86326058,1
ml/m/m,86326070,1
ml/m/m,86326072,1
ml/m/m,86326692,1
ml/m/m,86326704,1
ml/m/m,86326706,1
ml/m/m,86330987,1
ml/m/m,86330998,1
ml/m/m,86331000,1
ml/m/m,86332505,1
ml/m/m,86332516,1
ml/m/m,86332518,1
ml/min,7449596,1
ml/min,7449617,1
ml/min,7449657,1
ml/min,7449673,1
ml/min,7449690,1
ml/min,7449727,1
ml/min,7449760,1
ml/min,7449812,1
ml/min,7449864,1
ml/min,7449902,1
ml/min,7449948,1
ml/min,7449989,1
ml/min,7450021,1
ml/min,7450055,1
ml/min,7450097,1
ml/min,7450120,1
ml/min,7450151,1
ml/min,7450178,1
ml/min,7450220,1
ml/min,7450291,1
ml/min,7450335,1
ml/min,7450353,1
ml/min,7450388,1
ml/min,7450415,1
ml/min,7450460,1
ml/min,7450477,1
ml/min,7450494,1
ml/min,7450512,1
ml/min,7450572,1
ml/min,7450598,1
ml/min,7450630,1
ml/min,7450663,1
ml/min,7450711,1
ml/min,7450733,1
ml/min,7450768,1
ml/min,7450818,1
ml/min,7450834,1
ml/min,7450894,1
ml/min,7450964,1
ml/min,7451032,1
ml/min,7451048,1
ml/min,7451072,1
ml/min,7451094,1
ml/min,7451112,1
ml/min,7451155,1
ml/min,7451171,1
ml/min,7451187,1
ml/min,7451204,1
ml/min,7451302,1
ml/min,7451325,1
ml/min,7451347,1
ml/min,7451386,1
ml/min,7451406,1
ml/min,7451430,1
ml/min,7451454,1
ml/min,7451496,1
ml/min,7451514,1
ml/min,7451532,1
ml/min,7451556,1
ml/min,7451580,1
ml/min,7451634,1
ml/min,7451651,1
ml/min,7451676,1
ml/min,7451770,1
ml/min,7451787,1
ml/min,7451804,1
ml/min,7451831,1
ml/min,7451867,1
ml/min,7451881,1
ml/min,7451907,1
ml/min,7451934,1
ml/min,7451999,1
ml/min,7452016,1
ml/min,7452034,1
ml/min,7452068,1
ml/min,7452106,1
ml/min,7452122,1
ml/min,7452156,1
ml/min,7452219,1
ml/min,7452244,1
ml/min,7452281,1
ml/min,7452321,1
ml/min,7452337,1
ml/min,7452354,1
ml/min,7452392,1
ml/min,7452419,1
ml/min,7452435,1
ml/min,7452451,1
ml/min,7452468,1
ml/min,7452508,1
ml/min,7452522,1
ml/min,7452571,1
ml/min,7452588,1
ml/min,7452614,1
ml/min,7452645,1
ml/min,7452669,1
ml/min,7452731,1
ml/min,7452747,1
ml/min,7452762,1
ml/min,7452786,1
ml/min,7452833,1
ml/min,7452850,1
ml/min,7452887,1
ml/min,7452928,1
ml/min,7452946,1
ml/min,7452976,1
ml/min,7453003,1
ml/min,7453030,1
ml/min,7453046,1
ml/min,7453062,1
ml/min,7453105,1
ml/min,7453143,1
ml/min,7453159,1
ml/min,7453175,1
ml/min,7453207,1
ml/min,7453237,1
ml/min,7453285,1
ml/min,7453302,1
ml/min,7453334,1
ml/min,7453382,1
ml/min,7453416,1
ml/min,7453456,1
ml/min,7453488,1
ml/min,7453514,1
ml/min,7453532,1
ml/min,7453548,1
ml/min,7453580,1
ml/min,7453630,1
ml/min,7453648,1
ml/min,7453673,1
ml/min,7453693,1
ml/min,7453720,1
ml/min,7453757,1
ml/min,7453773,1
ml/min,7453813,1
ml/min,7453850,1
ml/min,7453865,1
ml/min,7453883,1
ml/min,7453909,1
ml/min,7453958,1
ml/min,7454005,1
ml/min,7454031,1
ml/min,7454065,1
ml/min,7454096,1
ml/min,7454112,1
ml/min,7454183,1
ml/min,7454200,1
ml/min,7454244,1
ml/min,7454267,1
ml/min,7454284,1
ml/min,7454316,1
ml/min,7454351,1
ml/min,7454379,1
ml/min,7454394,1
ml/min,7454411,1
ml/min,7454443,1
ml/min,7454459,1
ml/min,7454476,1
ml/min,7454502,1
ml/min,7454565,1
ml/min,7454581,1
ml/min,7454598,1
ml/min,7454623,1
ml/min,7454653,1
ml/min,7454682,1
ml/min,7454716,1
ml/min,7454742,1
ml/min,7454768,1
ml/min,7454784,1
ml/min,7454802,1
ml/min,7454816,1
ml/min,7454872,1
ml/min,7454888,1
ml/min,7454914,1
ml/min,7454951,1
ml/min,7454972,1
ml/min,7454994,1
ml/min,7455022,1
ml/min,7455048,1
ml/min,7455079,1
ml/min,7455095,1
ml/min,7455111,1
ml/min,7455128,1
ml/min,7455187,1
ml/min,7455217,1
ml/min,7455234,1
ml/min,7455269,1
ml/min,7455296,1
ml/min,7455312,1
ml/min,7455340,1
ml/min,7455377,1
ml/min,7455398,1
ml/min,7455414,1
ml/min,7455430,1
ml/min,7455447,1
ml/min,7455566,1
ml/min,7455592,1
ml/min,7455620,1
ml/min,7455635,1
ml/min,7455654,1
ml/min,7455681,1
ml/min,7455739,1
ml/min,7455756,1
ml/min,7455774,1
ml/min,7455826,1
ml/min,7455848,1
ml/min,7455865,1
ml/min,7455901,1
ml/min,7455946,1
ml/min,7455966,1
ml/min,7455990,1
ml/min,7456007,1
