concept_code,concept_name,frequency
%,86314951,1
%,86314975,1
%,86314992,1
%,86315009,1
%,86315084,1
%,86315109,1
%,86315126,1
%,86315143,1
%,86315163,1
%,86315180,1
%,86315197,1
%,86315215,1
%,86315233,1
%,86315269,1
%,86315296,1
%,86315375,1
%,86315408,1
%,86315425,1
%,86315442,1
%,86315477,1
%,86315502,1
%,86315523,1
%,86315570,1
%,86315597,1
%,86315623,1
%,86315643,1
%,86315711,1
%,86315761,1
%,86315794,1
%,86315813,1
%,86315829,1
%,86315894,1
%,86315920,1
%,86315937,1
%,86316023,1
%,86316066,1
%,86316133,1
%,86316157,1
%,86316241,1
%,86316276,1
%,86316292,1
%,86316308,1
%,86316326,1
%,86316340,1
%,86316368,1
%,86316432,1
%,86316457,1
%,86316473,1
%,86316489,1
%,86316504,1
%,86316519,1
%,86316535,1
%,86316555,1
%,86316579,1
%,86316669,1
%,86316718,1
%,86316788,1
%,86316816,1
%,86316913,1
%,86316953,1
%,86316983,1
%,86317011,1
%,86317027,1
%,86317053,1
%,86317070,1
%,86317156,1
%,86317194,1
%,86317210,1
%,86317243,1
%,86317262,1
%,86317309,1
%,86317394,1
%,86317431,1
%,86317544,1
%,86317581,1
%,86317597,1
%,86317711,1
%,86317742,1
%,86317769,1
%,86317790,1
%,86317826,1
%,86317838,1
%,86317930,1
%,86317966,1
%,86317985,1
%,86318009,1
%,86318099,1
%,86318133,1
%,86318224,1
%,86318254,1
%,86318290,1
%,86318318,1
%,86318339,1
%,86318420,1
%,86318456,1
%,86318472,1
%,86318519,1
%,86318541,1
%,86318622,1
%,86318663,1
%,86318710,1
%,86318732,1
%,86318803,1
%,86318835,1
%,86318889,1
%,86318912,1
%,86318948,1
%,86318960,1
%,86319037,1
%,86319066,1
%,86319095,1
%,86319117,1
%,86319133,1
%,86319224,1
%,86319256,1
%,86319302,1
%,86319324,1
%,86319387,1
%,86319428,1
%,86319446,1
%,86319499,1
%,86319519,1
%,86319544,1
%,86319561,1
%,86319658,1
%,86319698,1
%,86319757,1
%,86319782,1
%,86319854,1
%,86319902,1
%,86319961,1
%,86319982,1
%,86320073,1
%,86320111,1
%,86320153,1
%,86320173,1
%,86320189,1
%,86320316,1
%,86320364,1
%,86320411,1
%,86320432,1
%,86320533,1
%,86320571,1
%,86320600,1
%,86320662,1
%,86320680,1
%,86320693,1
%,86320756,1
%,86320802,1
%,86320820,1
%,86320873,1
%,86320909,1
%,86320976,1
%,86321000,1
%,86321014,1
%,86321046,1
%,86321065,1
%,86321076,1
%,86321106,1
%,86321180,1
%,86321221,1
%,86321240,1
%,86321281,1
%,86321303,1
%,86321366,1
%,86321406,1
%,86321426,1
%,86321466,1
%,86321488,1
%,86321504,1
%,86321600,1
%,86321649,1
%,86321696,1
%,86321717,1
%,86321809,1
%,86321849,1
%,86321905,1
%,86321931,1
%,86321950,1
%,86322003,1
%,86322033,1
%,86322046,1
%,86322059,1
%,86322073,1
%,86322087,1
%,86322105,1
%,86322119,1
%,86322158,1
%,86322182,1
%,86322195,1
%,86322208,1
%,86322221,1
%,86322234,1
%,86322248,1
%,86322261,1
%,86322274,1
%,86322287,1
%,86322300,1
%,86322316,1
%,86322317,1
%,86322410,1
%,86322413,1
%,86322441,1
%,86322516,1
%,86322518,1
%,86322538,1
%,86322591,1
%,86322593,1
%,86322634,1
%,86322636,1
%,86322664,1
%,86322666,1
%,86322683,1
%,86322709,1
%,86322711,1
%,86322737,1
%,86322739,1
%,86322756,1
%,86322774,1
%,86322801,1
%,86322803,1
%,86322822,1
%,86322838,1
%,86322945,1
%,86322948,1
%,86323025,1
%,86323027,1
%,86323099,1
%,86323101,1
%,86323155,1
%,86323157,1
%,86323247,1
%,86323250,1
%,86323281,1
%,86323305,1
%,86323350,1
%,86323352,1
%,86323374,1
%,86323455,1
%,86323457,1
%,86323483,1
%,86323532,1
%,86323534,1
%,86323627,1
%,86323630,1
%,86323662,1
%,86323723,1
%,86323725,1
%,86323784,1
%,86323786,1
%,86323825,1
%,86323827,1
%,86323912,1
%,86323915,1
%,86323985,1
%,86323987,1
%,86324045,1
%,86324047,1
%,86324066,1
%,86324112,1
%,86324131,1
%,86324150,1
%,86324180,1
%,86324182,1
%,86324255,1
%,86324258,1
%,86324296,1
%,86324324,1
%,86324326,1
%,86324346,1
%,86324365,1
%,86324408,1
%,86324410,1
%,86324445,1
%,86324447,1
%,86324519,1
%,86324523,1
%,86324571,1
%,86324618,1
%,86324620,1
%,86324689,1
%,86324692,1
%,86324739,1
%,86324784,1
%,86324786,1
%,86324890,1
%,86324893,1
%,86324959,1
%,86324961,1
%,86325013,1
%,86325015,1
%,86325086,1
%,86325088,1
%,86325114,1
%,86325191,1
%,86325194,1
%,86325241,1
%,86325287,1
%,86325289,1
%,86325319,1
%,86325362,1
%,86325364,1
%,86325386,1
%,86325439,1
%,86325441,1
%,86325467,1
%,86325592,1
%,86325595,1
%,86325656,1
%,86325658,1
%,86325705,1
%,86325707,1
%,86325767,1
%,86325769,1
%,86325886,1
%,86325889,1
%,86325958,1
%,86325960,1
%,86326024,1
%,86326027,1
%,86326039,1
%,86326067,1
%,86326114,1
%,86326116,1
%,86326225,1
%,86326228,1
%,86326292,1
%,86326294,1
%,86326357,1
%,86326360,1
%,86326411,1
%,86326413,1
%,86326523,1
%,86326527,1
%,86326596,1
%,86326598,1
%,86326615,1
%,86326677,1
%,86326679,1
%,86326701,1
%,86326746,1
%,86326748,1
%,86326781,1
%,86326859,1
%,86326862,1
%,86326923,1
%,86326925,1
%,86326978,1
%,86326980,1
%,86327034,1
%,86327036,1
%,86327068,1
%,86327135,1
%,86327138,1
%,86327166,1
%,86327192,1
%,86327237,1
%,86327239,1
%,86327290,1
%,86327292,1
%,86327314,1
%,86327399,1
%,86327401,1
%,86327437,1
%,86327521,1
%,86327524,1
%,86327586,1
%,86327588,1
%,86327640,1
%,86327642,1
%,86327697,1
%,86327699,1
%,86327803,1
%,86327806,1
%,86327856,1
%,86327906,1
%,86327908,1
%,86327965,1
%,86327967,1
%,86328054,1
%,86328056,1
%,86328085,1
%,86328180,1
%,86328183,1
%,86328234,1
%,86328247,1
%,86328287,1
%,86328289,1
%,86328317,1
%,86328360,1
%,86328362,1
%,86328435,1
%,86328438,1
%,86328553,1
%,86328555,1
%,86328640,1
%,86328643,1
%,86328704,1
%,86328706,1
%,86328777,1
%,86328780,1
%,86328814,1
%,86328890,1
%,86328892,1
%,86328982,1
%,86328985,1
%,86329009,1
%,86329026,1
%,86329079,1
%,86329081,1
%,86329142,1
%,86329145,1
%,86329179,1
%,86329198,1
%,86329228,1
%,86329230,1
%,86329249,1
%,86329278,1
%,86329280,1
%,86329299,1
%,86329367,1
%,86329369,1
%,86329402,1
%,86329458,1
%,86329461,1
%,86329533,1
%,86329535,1
%,86329602,1
%,86329605,1
%,86329635,1
%,86329735,1
%,86329737,1
%,86329776,1
%,86329831,1
%,86329834,1
%,86329889,1
%,86329891,1
%,86329916,1
%,86329973,1
%,86329975,1
%,86330003,1
%,86330104,1
%,86330107,1
%,86330137,1
%,86330152,1
%,86330182,1
%,86330201,1
%,86330217,1
%,86330233,1
%,86330245,1
%,86330328,1
%,86330331,1
%,86330365,1
%,86330405,1
%,86330407,1
%,86330437,1
%,86330454,1
%,86330471,1
%,86330509,1
%,86330536,1
%,86330557,1
%,86330575,1
%,86330592,1
%,86330609,1
%,86330665,1
%,86330667,1
%,86330704,1
%,86330706,1
%,86330758,1
%,86330760,1
%,86330785,1
%,86330868,1
%,86330871,1
%,86330908,1
%,86330953,1
%,86330955,1
%,86330995,1
%,86331054,1
%,86331056,1
%,86331082,1
%,86331125,1
%,86331127,1
%,86331146,1
%,86331169,1
%,86331181,1
%,86331279,1
%,86331282,1
%,86331341,1
%,86331343,1
%,86331403,1
%,86331405,1
%,86331432,1
%,86331477,1
%,86331479,1
%,86331500,1
%,86331512,1
%,86331534,1
%,86331618,1
%,86331621,1
%,86331704,1
%,86331706,1
%,86331780,1
%,86331783,1
%,86331811,1
%,86331851,1
%,86331853,1
%,86331876,1
%,86331924,1
%,86332023,1
%,86332026,1
%,86332084,1
%,86332086,1
%,86332106,1
%,86332154,1
%,86332157,1
%,86332215,1
%,86332217,1
%,86332245,1
%,86332346,1
%,86332349,1
%,86332410,1
%,86332412,1
%,86332472,1
%,86332474,1
%,86332513,1
%,86332531,1
%,86332575,1
%,86332577,1
%,86332608,1
%,86332684,1
%,86332687,1
%,86332707,1
%,86332723,1
%,86332768,1
%,86332770,1
%,86332793,1
%,86332809,1
%,86332828,1
%,86332861,1
%,86332875,1
%,86332887,1
%,86332931,1
%,86332936,1
%,86332962,1
%,86333001,1
%,86333013,1
%,86333059,1
%,86333136,1
%,86333153,1
%,86333167,1
%,86333181,1
%,86333225,1
%,86333246,1
%,86333275,1
%,86333295,1
%,86333313,1
%,86333331,1
%,86333385,1
%,86333403,1
%,86333420,1
%,86333435,1
%,86333455,1
%,86333469,1
%,86333530,1
%,86333556,1
%,86333577,1
%,86333584,1
%,86333601,1
%,86333616,1
%,86333634,1
%,86333652,1
%,86333666,1
%,86333684,1
%,86333703,1
%,86333718,1
%,86333731,1
%,86333788,1
%,86333816,1
%,86333840,1
%,86333853,1
%,86333896,1
%,86333908,1
%,86333968,1
%,86334022,1
%,86334069,1
%,86334098,1
%,86334112,1
%,86334123,1
%,86334155,1
%,86334183,1
%,86334245,1
%,86334274,1
%,86334288,1
%,86334306,1
%,86334354,1
%,86334375,1
%,86334406,1
%,86334425,1
%,86334477,1
%,86334537,1
%,86334561,1
%,86334570,1
%,86334603,1
%,86334614,1
%,86334649,1
%,86334672,1
%,86334720,1
%,86334763,1
%,86334786,1
%,86334933,1
%,86335006,1
%,86335048,1
%,86335092,1
%,86335147,1
%,86335203,1
%,86335238,1
%,86335654,1
%,86335673,1
%,86335949,1
%,86336035,1
%,86336159,1
%,86336192,1
%,86336300,1
%,86336345,1
%,86336425,1
%,86336898,1
%,86336926,1
%,86336961,1
%,86337120,1
%,86337167,1
%,86337206,1
%,86337292,1
%,86337339,1
%,86337363,1
%,86337371,1
%,86337393,1
%,86337422,1
%,86337435,1
%,86337441,1
%,86337472,1
%,86337476,1
%,86337480,1
%,86337482,1
%,86337483,1
%,86337505,1
%,86337592,1
%,86337619,1
%,86337651,1
%,86337667,1
%,86337748,1
%,86337797,1
%,86337842,1
%,86337872,1
%,86337933,1
%,86337959,1
%,86337994,1
%,86338046,1
%,86338094,1
%,86338166,1
%,86338202,1
%,86338247,1
%,86338266,1
%,86338292,1
%,86338308,1
%,86338398,1
%,86338420,1
%,86338462,1
%,86338484,1
%,86338545,1
%,86338583,1
%,86338599,1
%,86338641,1
%,86338664,1
%,86338724,1
%,86338740,1
%,86338754,1
%,86338767,1
%,86338779,1
%,86338813,1
%,86338828,1
%,86338891,1
%,86338911,1
%,86338936,1
%,86338990,1
%,86339035,1
%,86339123,1
%,86339153,1
%,86339159,1
%,86339185,1
%,86339199,1
%,86339208,1
%,86339294,1
%,86339323,1
%,86339333,1
%,86339349,1
%,86339372,1
%,86339389,1
%,86339503,1
%,86339549,1
%,86339558,1
%,86339569,1
%,86339670,1
%,86339708,1
%,86339723,1
%,86339778,1
%,86339854,1
%,86339897,1
%,86339917,1
%,86339954,1
%,86340023,1
%,86340056,1
%,86340069,1
%,86340092,1
%,86340164,1
%,86340205,1
%,86340224,1
%,86340239,1
%,86340264,1
%,86340282,1
%,86340306,1
%,86340323,1
%,86340336,1
%,86340347,1
%,86340358,1
%,86340418,1
%,86340444,1
%,86340457,1
%,86340475,1
%,86340491,1
%,86340515,1
%,86340589,1
%,86340614,1
%,86340658,1
%,86340676,1
%,86340684,1
%,86340796,1
%,86340842,1
%,86340858,1
%,86340868,1
%,86340877,1
%,86340886,1
%,86340894,1
%,86340915,1
%,86340962,1
%,86341033,1
%,86341059,1
%,86341072,1
%,86341107,1
%,86341148,1
%,86341216,1
%,86341255,1
%,86341275,1
%,86341293,1
%,86341305,1
%,86341335,1
%,86341408,1
%,86341434,1
%,86341448,1
%,86341460,1
%,86341484,1
%,86341557,1
%,86341584,1
%,86341596,1
%,86341607,1
%,86341643,1
%,86341671,1
%,86341734,1
%,86341766,1
%,86341783,1
%,86341801,1
%,86341903,1
%,86341946,1
%,86341977,1
%,86341999,1
%,86342024,1
%,86342102,1
%,86342154,1
%,86342162,1
%,86342173,1
%,86342187,1
%,86342195,1
%,86342203,1
%,86342224,1
%,86342304,1
%,86342340,1
%,86342393,1
%,86342412,1
%,86342439,1
%,86342529,1
%,86342563,1
%,86342581,1
%,86342611,1
%,86342695,1
%,86342730,1
%,86342751,1
%,86342767,1
%,86342807,1
%,86342884,1
%,86342932,1
%,86342952,1
%,86342967,1
%,86342993,1
%,86343086,1
%,86343122,1
%,86343158,1
%,86343174,1
%,86343194,1
%,86343296,1
%,86343339,1
%,86343374,1
%,86343398,1
%,86343499,1
%,86343529,1
%,86343540,1
%,86343609,1
%,86343639,1
%,86343665,1
%,86343732,1
%,86343773,1
%,86343803,1
%,86343817,1
%,86343889,1
%,86343930,1
%,86343949,1
%,86343962,1
%,86343983,1
%,86344004,1
%,86344108,1
%,86344158,1
%,86344178,1
%,86344192,1
%,86344280,1
%,86344322,1
%,86344341,1
%,86344359,1
%,86344396,1
%,86344473,1
%,86344497,1
%,86344508,1
%,86344523,1
%,86344534,1
%,86344546,1
%,86344572,1
%,86344655,1
%,86344726,1
%,86344759,1
%,86344785,1
%,86344848,1
%,86344878,1
%,86344895,1
%,86344900,1
%,86344934,1
%,86344967,1
%,86344994,1
%,86345014,1
%,86345031,1
%,86345111,1
%,86345157,1
%,86345181,1
%,86345237,1
%,86345265,1
%,86345282,1
%,86345359,1
%,86345385,1
%,86345420,1
%,86345441,1
%,86345517,1
%,86345620,1
%,86345656,1
%,86345694,1
%,86345736,1
%,86345828,1
%,86345862,1
%,86345904,1
%,86345948,1
%,86346039,1
%,86346076,1
%,86346114,1
%,86346134,1
%,86346241,1
%,86346283,1
%,86346319,1
%,86346345,1
%,86346435,1
%,86346486,1
%,86346525,1
%,86346552,1
%,86346643,1
%,86346681,1
%,86346693,1
%,86346743,1
%,86346785,1
%,86346883,1
%,86346916,1
%,86346956,1
%,86346999,1
%,86347083,1
%,86347115,1
%,86347174,1
%,86347207,1
%,86347288,1
%,86347323,1
%,86347397,1
%,86347456,1
%,86347483,1
%,86347510,1
%,86347550,1
%,86347654,1
%,86347685,1
%,86347694,1
%,86347706,1
%,86347728,1
%,86347749,1
%,86347838,1
%,86347874,1
%,86347902,1
%,86347924,1
%,86347944,1
%,86347969,1
%,86348040,1
%,86348061,1
%,86348078,1
%,86348091,1
%,86348113,1
%,86348174,1
%,86348200,1
%,86348217,1
%,86348230,1
%,86348315,1
%,86348342,1
%,86348358,1
%,86348394,1
%,86348479,1
%,86348509,1
%,86348532,1
%,86348547,1
%,86348631,1
%,86348663,1
%,86348675,1
%,86348712,1
%,86348729,1
%,86348812,1
%,86348845,1
%,86348874,1
%,86348894,1
%,86348920,1
%,86348941,1
%,86348956,1
%,86349015,1
%,86349040,1
%,86349080,1
%,86349164,1
%,86349188,1
%,86349215,1
%,86349243,1
%,86349299,1
%,86349324,1
%,86349349,1
%,86349367,1
%,86349469,1
%,86349507,1
%,86349530,1
%,86349567,1
%,86349644,1
%,86349671,1
%,86349693,1
%,86349703,1
%,86349737,1
%,86349821,1
%,86349856,1
%,86349869,1
%,86349882,1
%,86349975,1
%,86350017,1
%,86350054,1
%,86350074,1
%,86350179,1
%,86350218,1
%,86350256,1
%,86350275,1
%,86350368,1
%,86350411,1
%,86350444,1
%,86350531,1
%,86350568,1
%,86350591,1
%,86350628,1
%,86350686,1
%,86350706,1
%,86350734,1
%,86350751,1
%,86350779,1
%,86350844,1
%,86350886,1
%,86350901,1
%,86350994,1
%,86351034,1
%,86351055,1
%,86351076,1
%,86351139,1
%,86351184,1
%,86351209,1
%,86351227,1
%,86351309,1
%,86351355,1
%,86351375,1
%,86351389,1
%,86351494,1
%,86351530,1
%,86351542,1
%,86351569,1
%,86351589,1
%,86351643,1
%,86351671,1
%,86351720,1
%,86351746,1
%,86351802,1
%,86351836,1
%,86351848,1
%,86351891,1
%,86351908,1
%,86351993,1
%,86352029,1
%,86352044,1
%,86352073,1
%,86352161,1
%,86352200,1
%,86352216,1
%,86352231,1
%,86352322,1
%,86352362,1
%,86352381,1
%,86352396,1
%,86352483,1
%,86352521,1
%,86352545,1
%,86352614,1
%,86352657,1
%,86352686,1
%,86352710,1
%,86352727,1
%,86352757,1
%,86352799,1
%,86352829,1
%,86352875,1
%,86352902,1
%,86352935,1
%,86353011,1
%,86353033,1
%,86353066,1
%,86353098,1
%,86353116,1
%,86353130,1
%,86353144,1
%,86353182,1
%,86353206,1
%,86353223,1
%,86353241,1
%,86353267,1
%,86353350,1
%,86353382,1
%,86353423,1
%,86353443,1
%,86353468,1
%,86353542,1
%,86353572,1
%,86353596,1
%,86353634,1
%,86353713,1
%,86353743,1
%,86353771,1
%,86353795,1
%,86353890,1
%,86353929,1
%,86353952,1
%,86353970,1
%,86354042,1
%,86354078,1
%,86354103,1
%,86354132,1
%,86354205,1
%,86354241,1
%,86354254,1
%,86354273,1
%,86354368,1
%,86354411,1
%,86354449,1
%,86354468,1
%,86354558,1
%,86354597,1
%,86354622,1
%,86354640,1
%,86354728,1
%,86354767,1
%,86354795,1
%,86354821,1
%,86354842,1
%,86354892,1
%,86354926,1
%,86354953,1
%,86354973,1
%,86354990,1
%,86355046,1
%,86355072,1
%,86355097,1
%,86355121,1
%,86355147,1
%,86355220,1
%,86355263,1
%,86355278,1
%,86355293,1
%,86355385,1
%,86355426,1
%,86355466,1
%,86355493,1
%,86355583,1
%,86355625,1
%,86355658,1
%,86355676,1
%,86355764,1
%,86355806,1
%,86355834,1
%,86355871,1
%,86355894,1
%,86355947,1
%,86355982,1
%,86356013,1
%,86356029,1
%,86356052,1
%,86356107,1
%,86356150,1
%,86356187,1
%,86356207,1
%,86356294,1
%,86356329,1
%,86356354,1
%,86356377,1
%,86356475,1
%,86356521,1
%,86356564,1
%,86356589,1
%,86356677,1
%,86356719,1
%,86356754,1
%,86356773,1
%,86356861,1
%,86356906,1
%,86356940,1
%,86357038,1
%,86357077,1
%,86357094,1
%,86357109,1
%,86357137,1
%,86357160,1
%,86357246,1
%,86357284,1
%,86357297,1
%,86357314,1
%,86357340,1
%,86357414,1
%,86357459,1
%,86357476,1
%,86357492,1
%,86357581,1
%,86357617,1
%,86357646,1
%,86357717,1
%,86357743,1
%,86357757,1
%,86357764,1
%,86357771,1
%,86357778,1
%,86357787,1
%,86357794,1
%,86357801,1
%,86357808,1
%,86357815,1
%,86357823,1
%,86357862,1
%,86357923,1
%,86357946,1
%,86358010,1
%,86358045,1
%,86358067,1
%,86358082,1
%,86358158,1
%,86358197,1
%,86358220,1
%,86358278,1
%,86358329,1
%,86358384,1
%,86358401,1
%,86358412,1
%,86358430,1
%,86358517,1
%,86358556,1
%,86358569,1
%,86358583,1
%,86358678,1
%,86358714,1
%,86358732,1
%,86358749,1
%,86358820,1
%,86358865,1
%,86358888,1
%,86358903,1
%,86358914,1
%,86359013,1
%,86359046,1
%,86359067,1
%,86359086,1
%,86359189,1
%,86359229,1
%,86359262,1
%,86359303,1
%,86359391,1
%,86359426,1
%,86359464,1
%,86359491,1
%,86359589,1
%,86359641,1
%,86359660,1
%,86359696,1
%,86359718,1
%,86359732,1
%,86359746,1
%,86359768,1
%,86359784,1
%,86359886,1
%,86359926,1
%,86359943,1
%,86359973,1
%,86360056,1
%,86360102,1
%,86360123,1
%,86360136,1
%,86360188,1
%,86360273,1
%,86360315,1
%,86360333,1
%,86360369,1
%,86360469,1
%,86360504,1
%,86360538,1
%,86360558,1
%,86360574,1
%,86360591,1
%,86360606,1
%,86360707,1
%,86360749,1
%,86360766,1
%,86360785,1
%,86360801,1
%,86360850,1
%,86360894,1
%,86360916,1
%,86360961,1
%,86360979,1
%,86361005,1
%,86361058,1
%,86361094,1
%,86361140,1
%,86361156,1
%,86361251,1
%,86361290,1
%,86361318,1
%,86361338,1
%,86361353,1
%,86361415,1
%,86361472,1
%,86361499,1
%,86361516,1
%,86361620,1
%,86361662,1
%,86361699,1
%,86361722,1
%,86361823,1
%,86361867,1
%,86362544,1
%,86362577,1
%,86362621,1
%,86362649,1
%,86362658,1
%,86362678,1
%,86362688,1
%,86362699,1
%,86362744,1
%,86362762,1
%,86362784,1
%,86362797,1
%,86362804,1
%,86362824,1
%,86362862,1
%,86362875,1
%,86362892,1
%,86362916,1
%,86362985,1
%,86363002,1
%,86363039,1
%,86363054,1
%,86363089,1
%,86363104,1
%,86363137,1
%,86363150,1
%,86363169,1
%,86363176,1
%,86363223,1
%,86363238,1
%,86363271,1
%,86363292,1
%,86363333,1
%,86363382,1
%,86363396,1
%,86363435,1
%,86363472,1
%,86363498,1
%,86363518,1
%,86363539,1
%,86363595,1
%,86363608,1
%,86363641,1
%,86363658,1
%,86364804,1
%,86364836,1
%,86364847,1
%,86364879,1
%,86364893,1
%,86364905,1
%,86364915,1
%,86364951,1
%,86364975,1
%,86365005,1
%,86365015,1
%,86365024,1
%,86365033,1
%,86365081,1
%,86365101,1
%,203540485,1
%,203540494,1
%,203540499,1
%,203540504,1
%,203540509,1
%,203540514,1
%,203540523,1
%,203540529,1
%,203540534,1
%,203540542,1
%,203540547,1
%,203540555,1
%,203540559,1
%,203540567,1
%,203540572,1
%,203540579,1
%,203540586,1
%,203540593,1
%,203540600,1
%,203540605,1
%,203540610,1
%,203540614,1
%,203540618,1
%,203540622,1
%,203548429,1
%,203548434,1
%,203548439,1
%,203548444,1
%,203548449,1
%,203548455,1
%,203548460,1
%,203548464,1
%,203548472,1
%,203548477,1
%,203548482,1
%,203548488,1
%,203548494,1
%,203548499,1
%,203548504,1
%,203548509,1
%,203548516,1
%,203548521,1
%,203548526,1
%,203548531,1
%,203548536,1
%,203548541,1
%,203548546,1
%,203548554,1
%,203548558,1
%,203548562,1
%,203548568,1
%,203548576,1
%,203548581,1
%,203548586,1
%,203548591,1
%,203548598,1
%,203548603,1
%,203548608,1
%,203548612,1
%,203548621,1
%,203548625,1
%,203548630,1
%,203548634,1
%,203548641,1
%,203548645,1
%,203548649,1
%,203548654,1
%,203548663,1
%,203548668,1
%,203548672,1
%,203548676,1
%,203548682,1
%,203548689,1
%,203548697,1
%,203548709,1
%,203548719,1
%,203548725,1
%,203548733,1
%,203548739,1
%,203548745,1
%,203548751,1
%,203548773,1
%,203548778,1
%,203548783,1
%,203548791,1
%,203548796,1
%,203548814,1
%,203548822,1
%,203548827,1
%,203548832,1
%,203548837,1
%,203548842,1
%,203548847,1
%,203548852,1
%,203548870,1
%,203548875,1
%,203548881,1
%,203548886,1
%,203548898,1
%,203548904,1
%,203548918,1
%,203548924,1
%,203548935,1
%,203548940,1
%,203548945,1
%,203548950,1
%,203548955,1
%,203548960,1
%,203548965,1
%,203548970,1
%,203548983,1
%,203548989,1
%,203548994,1
%,203549005,1
%,203549011,1
%,203549031,1
%,203549036,1
%,203549042,1
%,203549934,1
%,203549947,1
%,203549976,1
%,203550011,1
%,203550048,1
%,203550078,1
%,203550096,1
%,203550109,1
%,203550114,1
%,203550121,1
%,203550126,1
%,203550135,1
%,203550140,1
%,203550145,1
%,203550158,1
%,203550163,1
%,203550172,1
%,203550177,1
%,203550190,1
%,203550195,1
%,203550203,1
%,203550208,1
%,203550221,1
%,203550226,1
%,203550235,1
%,203550240,1
%,203550253,1
%,203550258,1
%,203550263,1
%,203550272,1
%,203550277,1
%,203550289,1
%,203550294,1
%,203550303,1
%,203550308,1
%,203550313,1
%,203550325,1
%,203550330,1
%,203550338,1
%,203550343,1
%,203550356,1
%,203550362,1
%,203550371,1
%,203550376,1
%,203550389,1
%,203550394,1
%,203550402,1
%,203550408,1
%,203550420,1
%,203550425,1
%,203550437,1
%,203550498,1
%,203550551,1
%,203550593,1
%,203550630,1
%,203550672,1
%,203550723,1
%,203550768,1
%,203550805,1
%,203550833,1
%,203550909,1
%,203550951,1
%,203550992,1
%,203551025,1
%,203551053,1
%,203551086,1
%,203551105,1
%,203551128,1
%,203551153,1
%,203551176,1
%,203551199,1
%,203551230,1
%,203551259,1
%,203551292,1
%,203551297,1
%,203551302,1
%,203551307,1
%,203551322,1
%,203551329,1
%,203551334,1
%,203551339,1
%,203551348,1
%,203551355,1
%,203551360,1
%,203551385,1
%,203551415,1
%,203551441,1
%,203551464,1
%,203551470,1
%,203551476,1
%,203551495,1
%,203551501,1
%,203551519,1
%,203551526,1
%,203551554,1
%,203551577,1
%,203551607,1
%,203551629,1
%,203551647,1
%,203551673,1
%,203551696,1
%,203551717,1
%,203551740,1
%,203551762,1
%,203551784,1
%,203551805,1
%,203551990,1
%,203551995,1
%,203552004,1
%,203552009,1
%,203552014,1
%,203552019,1
%,203552024,1
%,203552029,1
%,203552034,1
%,203552040,1
%,203552045,1
%,203552050,1
%,203552055,1
%,203552060,1
%,203552065,1
%,203552070,1
%,203552075,1
%,203552080,1
%,203552089,1
%,203552095,1
%,203552101,1
%,203552107,1
%,203552113,1
%,203552119,1
%,203552131,1
%,203552137,1
%,203552143,1
%,203552149,1
%,203552155,1
%,203552161,1
%,203552167,1
%,203552174,1
%,203552187,1
%,203552193,1
%,203552199,1
%,203552205,1
%,203552217,1
%,203552223,1
%,203552229,1
%,203552235,1
%,203552250,1
%,203552256,1
%,203552263,1
%,203552269,1
%,203552283,1
%,203552289,1
%,203552295,1
%,203552301,1
%,203552311,1
%,203552317,1
%,203552324,1
%,203552329,1
%,203552340,1
%,203552347,1
%,203552353,1
%,203552359,1
%,203552370,1
%,203552376,1
%,203552382,1
%,203552389,1
%,203552399,1
%,203552405,1
%,203552412,1
%,203552418,1
%,203552431,1
%,203552437,1
%,203552444,1
%,203552450,1
%,203552462,1
%,203552470,1
%,203552476,1
%,203552488,1
%,203552494,1
%,203552844,1
%,203552850,1
%,203552856,1
%,203552861,1
%,203552868,1
%,203552874,1
%,203552884,1
%,203552889,1
%,203552896,1
%,203552901,1
%,203552910,1
%,203552915,1
%,203552921,1
%,203552926,1
%,203552936,1
%,203552941,1
%,203552946,1
%,203552954,1
%,203552959,1
%,203552964,1
%,203552969,1
%,203552978,1
%,203552983,1
%,203552988,1
%,203553280,1
%,203553286,1
%,203553294,1
%,203553299,1
%,203553304,1
%,203553311,1
%,203553317,1
%,203553325,1
%,203553331,1
%,203553336,1
%,203553341,1
%,203553349,1
%,203553355,1
%,203553360,1
%,203553365,1
%,203553373,1
%,203553378,1
%,203553383,1
%,203553388,1
%,203553393,1
%,203553401,1
%,203553406,1
%,203553411,1
%,203553419,1
%,203553424,1
%,203553431,1
%,203553437,1
%,203553445,1
%,203553450,1
%,203553454,1
%,203553458,1
%,203553465,1
%,203553469,1
%,203553473,1
%,203553477,1
%,203553481,1
%,203553485,1
%,203553492,1
%,203553496,1
%,203553500,1
%,203553505,1
%,203553509,1
%,203553755,1
%,203553760,1
%,203553767,1
%,203553773,1
%,203553780,1
%,203553789,1
%,203553796,1
%,203553801,1
%,203553813,1
%,203553818,1
%,203553824,1
%,203553829,1
%,203553841,1
%,203553846,1
%,203553851,1
%,203553856,1
%,203553867,1
%,203553872,1
%,203553877,1
%,203553882,1
%,203553894,1
%,203553899,1
%,203553905,1
%,203553920,1
%,203553927,1
%,203553932,1
%,203553936,1
%,203553941,1
%,203553960,1
%,203553969,1
%,203553979,1
%,203553983,1
%,203554004,1
%,203554009,1
%,203554016,1
%,203554020,1
%,203554039,1
%,203554044,1
%,203554051,1
%,203554056,1
%,203554075,1
%,203554080,1
%,203554085,1
%,203554090,1
%,203554105,1
%,203554121,1
%,203554126,1
%,203554138,1
